geoid10,pop19,pop22,black19,black22,hisp19,hisp22,perc19,perc22
34039034000,6750,6040,2774,2474,2605,2564,79.69,83.41
34039034100,3373,3665,1631,1618,1262,1333,85.77,80.52
34039034200,3657,3747,1864,1848,1025,1281,79,83.51
34039034300,3932,4422,2225,1983,589,1275,71.57,73.68
34039034400,3754,4852,2523,2879,627,1453,83.91,89.28
34039034500,4759,4775,1376,1618,2066,2101,72.33,77.88
34039034600,4262,4438,2768,3014,1188,999,92.82,90.42
34039034700,4083,4139,1492,1221,1087,1472,63.16,65.06
34039035000,2682,2347,151,299,967,890,41.69,50.66
34039035100,3739,4181,1464,1422,680,1292,57.34,64.91
34039035200,2494,2618,365,348,1476,1462,73.82,69.14
34039035300,5458,5953,1439,1412,1543,2291,54.64,62.2
34039035400,2705,2567,337,552,771,944,40.96,58.28
34039035500,7536,7031,1371,1874,2226,2339,47.73,59.92
34039035700,4822,5603,775,1186,1403,1795,45.17,53.2
34039035800,3689,2591,1960,1232,956,704,79.05,74.72
34039035900,3414,4188,1206,1225,881,1299,61.13,60.27
34039036000,5331,5444,2819,2503,1454,1555,80.15,74.54
34039038800,4754,4898,3103,2652,996,1778,86.22,90.45
34039038900,6007,5788,2698,1911,2294,3444,83.1,92.52
34039039000,3694,4609,1143,1073,1638,3258,75.28,93.97
34039039100,3205,3288,1333,1526,348,593,52.45,64.45
34039039200,5149,5838,2046,1825,1905,3323,76.73,88.18
34039039300,6823,6273,1335,1055,4383,4902,83.8,94.96
34039039400,4793,5784,1661,1417,2163,3955,79.78,92.88
34039039500,7155,7226,2312,2070,3591,4744,82.5,94.3
34039039600,4115,4532,2189,2293,1216,1695,82.75,88
34039039700,4983,5832,3046,3060,862,1739,78.43,82.29
34039039800,4432,5135,1057,1111,2360,3146,77.1,82.9
34039039900,1883,1915,772,570,776,1129,82.21,88.72
36005000100,7703,3772,4692,2172,2307,1259,90.86,90.96
36005000200,5403,4779,863,1011,4095,3173,91.76,87.55
36005000400,5915,6272,1817,1592,3709,3972,93.42,88.71
36005001600,5879,5795,1907,1884,3829,3479,97.57,92.55
36005001900,2591,3871,752,1315,1436,1926,84.45,83.73
36005002000,8516,9591,2652,2924,5200,6081,92.2,93.89
36005002300,4774,4742,1741,1473,2975,3045,98.79,95.28
36005002400,150,6,72,0,0,3,48,50
36005002500,5355,5442,1011,1048,4096,4135,95.37,95.24
36005002701,3016,3084,942,901,2051,2065,99.24,96.17
36005002702,4778,4995,1254,1398,3408,3318,97.57,94.41
36005002800,5299,5853,3784,3889,1217,1647,94.38,94.58
36005003100,1466,2964,360,1014,1060,1780,96.86,94.26
36005003300,3912,3689,1196,1066,2568,2453,96.22,95.39
36005003500,3948,3726,1021,924,2901,2592,99.34,94.36
36005003700,246,340,44,123,142,194,75.61,93.24
36005003800,1193,1683,510,475,634,1082,95.89,92.51
36005003900,6614,6345,1066,823,5423,5107,98.11,93.46
36005004001,1419,1739,153,220,728,740,62.09,55.2
36005004100,6476,6146,1513,1819,4909,4083,99.17,96.03
36005004200,7120,7201,3345,2581,3308,4313,93.44,95.74
36005004300,6057,5883,1416,1409,4487,4174,97.46,94.9
36005004400,4754,4642,1672,1437,2881,2809,95.77,91.47
36005004600,1869,1976,684,673,1116,1187,96.31,94.13
36005004800,3999,4184,951,646,2866,3263,95.45,93.43
36005005001,4885,4960,1797,1191,2852,3463,95.17,93.83
36005005002,5650,6518,966,1051,4133,4973,90.25,92.42
36005005100,5653,6459,1589,2131,3940,3963,97.81,94.35
36005005200,2277,2130,609,543,1587,1483,96.44,95.12
36005005300,3727,4371,1889,2092,1643,2038,94.77,94.49
36005005400,6219,6804,1308,1282,4461,4750,92.76,88.65
36005005600,2468,2863,601,618,1639,1958,90.76,89.98
36005005902,3131,2577,724,592,2205,1641,93.55,86.65
36005006000,1256,1140,269,178,872,913,90.84,95.7
36005006100,3706,3444,2859,2580,622,708,93.93,95.47
36005006200,7610,6654,2299,1828,5293,4379,99.76,93.28
36005006300,4431,6586,912,1583,3062,4307,89.69,89.43
36005006400,3590,4223,1142,1235,1968,2251,86.63,82.55
36005006500,5487,6251,1794,1704,3321,4045,93.22,91.97
36005006700,7421,6893,2184,1687,4922,4895,95.76,95.49
36005006800,3288,3419,971,814,1943,1899,88.63,79.35
36005006900,8554,6964,3090,2440,5027,4179,94.89,95.05
36005007000,4568,5021,1141,884,2928,2616,89.08,69.71
36005007100,2547,2789,926,1003,1546,1584,97.06,92.76
36005007200,5822,6291,891,685,2932,2498,65.66,50.6
36005007300,3761,4205,1274,1165,2371,2804,96.92,94.39
36005007400,3635,3536,927,1194,2645,2047,98.27,91.66
36005007500,5599,6749,2158,2080,3291,4218,97.32,93.32
36005007600,5587,5682,1083,946,3558,3588,83.07,79.8
36005007700,1933,1974,508,410,1368,1445,97.05,93.97
36005007800,6518,7037,1027,995,4314,3969,81.94,70.54
36005007900,6420,6826,1389,1622,4985,4889,99.28,95.39
36005008300,6882,6122,1073,1048,5445,4849,94.71,96.32
36005008400,2289,2587,690,830,1392,1439,90.96,87.71
36005008500,5959,5894,1162,1245,4615,4288,96.95,93.88
36005008600,3874,4145,966,1401,2681,2457,94.14,93.08
36005008700,6002,5976,1233,1397,4614,4334,97.42,95.9
36005008900,3438,3118,571,585,2746,2371,96.48,94.8
36005009000,3476,3911,854,1141,2310,2488,91.02,92.79
36005009200,5622,6271,799,830,3423,3031,75.1,61.57
36005009300,6517,6063,1684,1544,4732,4226,98.45,95.17
36005009600,2562,2946,518,392,1467,1451,77.48,62.56
36005009800,5041,5903,1105,1185,3534,3638,92.03,81.7
36005011000,153,65,0,18,153,42,100,92.31
36005011502,4566,4396,1408,1186,3079,3055,98.27,96.47
36005011700,1603,1554,415,437,1155,1063,97.94,96.53
36005011900,5603,5703,1576,1429,3856,4008,96.95,95.34
36005012101,3057,3319,666,909,2225,2234,94.57,94.7
36005012102,1835,1616,295,332,1503,1225,97.98,96.35
36005012300,4379,4766,1225,1413,2904,3126,94.29,95.24
36005012500,4272,4139,944,1316,3032,2608,93.07,94.81
36005012701,1992,2184,321,492,1560,1567,94.43,94.28
36005012901,4017,4923,1449,1637,2334,3044,94.17,95.08
36005013000,1364,1198,20,116,562,670,42.67,65.61
36005013100,4685,5390,1139,1687,3344,3404,95.69,94.45
36005013200,7426,6652,796,756,3713,3764,60.72,67.95
36005013300,7284,6064,2101,2194,5086,3612,98.67,95.75
36005013500,3908,4001,1258,1781,2423,2062,94.19,96.05
36005014100,5355,7344,1938,3062,3279,3846,97.42,94.06
36005014300,968,1898,408,844,447,936,88.33,93.78
36005014400,6049,5741,2136,1558,3550,3729,94,92.09
36005014500,7360,7055,2669,3107,4441,3641,96.6,95.65
36005014701,7023,6361,3205,2884,3709,3287,98.45,97.01
36005014702,5243,5081,2044,1985,3116,2931,98.42,96.75
36005014900,4348,4723,1530,1617,2569,2850,94.27,94.58
36005015100,5458,5957,2207,2512,3106,3164,97.34,95.28
36005015200,2803,2593,168,207,1701,1538,66.68,67.3
36005015300,4466,4258,2033,1919,2348,2077,98.1,93.85
36005015500,3178,2891,543,579,2562,2188,97.7,95.71
36005015700,4054,5542,1248,2087,2691,3193,97.16,95.27
36005015800,1202,1442,76,72,596,775,55.91,58.74
36005015900,1420,2481,97,341,1295,2054,98.03,96.53
36005016100,4140,5243,1126,1650,2963,3322,98.77,94.83
36005016200,1969,1908,88,96,785,915,44.34,52.99
36005016300,0,34,0,10,0,18,,82.35
36005016500,1189,1097,662,517,523,520,99.66,94.53
36005016600,2252,2524,67,225,1166,1481,54.75,67.59
36005016700,2733,3373,1440,1611,1234,1577,97.84,94.52
36005016900,1338,1586,721,834,571,674,96.56,95.08
36005017100,0,10,0,7,0,1,,80
36005017300,6301,6395,1696,2149,3859,3933,88.16,95.11
36005017500,7004,6988,2441,2594,4089,4045,93.23,95.01
36005017701,4946,4754,1765,1502,3098,2871,98.32,91.99
36005017702,5388,4979,1555,1758,3540,2930,94.56,94.16
36005017901,4661,5124,1126,1042,3221,3726,93.26,93.05
36005017902,3600,3447,1399,1198,2074,2130,96.47,96.55
36005018101,2921,3299,1376,1219,1507,1892,98.7,94.3
36005018102,5626,5510,2056,1952,3050,3058,90.76,90.93
36005018301,4202,4423,1460,1292,2375,2474,91.27,85.15
36005018302,4078,3686,1158,1226,2749,2238,95.81,93.98
36005018400,3676,4329,156,211,1414,1955,42.71,50.03
36005018500,6885,9518,3016,3941,3681,5042,97.27,94.38
36005018900,8304,8360,1784,2347,6172,5509,95.81,93.97
36005019300,5737,6020,2522,1967,3193,3769,99.62,95.28
36005019400,2231,2010,303,252,1114,1286,63.51,76.52
36005019500,7622,7509,1814,2134,5578,4927,96.98,94.03
36005019700,7104,7213,1861,1403,4497,5066,89.5,89.69
36005019900,8015,7909,2331,1918,5418,5663,96.68,95.85
36005020000,4722,5235,183,474,2627,2501,59.51,56.83
36005020100,4340,4371,1276,1321,2972,2794,97.88,94.14
36005020200,2232,2789,337,242,1266,1464,71.82,61.17
36005020400,3131,3129,357,314,2145,1756,79.91,66.16
36005020501,7030,7694,2121,2440,4906,4979,99.96,96.43
36005020502,2123,2462,676,719,1360,1638,95.9,95.74
36005020601,2724,3277,364,347,1094,1587,53.52,59.02
36005020900,4351,4823,1392,1407,2789,3164,96.09,94.78
36005021001,9254,8946,4868,4001,3575,3069,91.24,79.03
36005021002,6416,7855,3263,3306,1803,2462,78.96,73.43
36005021100,5506,5861,2282,1911,3200,3738,99.56,96.38
36005021200,5257,6596,1933,2028,1811,1694,71.22,56.43
36005021301,1194,1288,230,271,942,960,98.16,95.57
36005021302,6061,4506,2880,1575,3033,2808,97.56,97.27
36005021501,4726,4078,992,929,3499,3005,95.03,96.47
36005021502,6013,6360,1367,1677,4509,4385,97.72,95.31
36005021601,4137,4701,792,984,2652,2835,83.25,81.24
36005021602,6243,6237,2417,2037,2440,1967,77.8,64.2
36005021700,5000,5006,2159,1998,2725,2664,97.68,93.13
36005021800,6882,6629,1852,1484,4446,4302,91.51,87.28
36005021900,1277,1176,86,192,1164,916,97.89,94.22
36005022000,2176,2511,314,626,1730,1654,93.93,90.8
36005022101,3884,4001,682,793,3015,2969,95.19,94.03
36005022102,5010,5457,880,660,3869,4609,94.79,96.55
36005022200,3414,3968,560,416,2032,1891,75.92,58.14
36005022300,5108,5063,1467,772,3383,4053,94.95,95.3
36005022401,2652,2787,495,365,1753,1805,84.77,77.86
36005022403,3502,3275,385,518,2381,2145,78.98,81.31
36005022404,4187,4489,765,825,1958,2383,65.03,71.46
36005022500,8066,8141,2738,2042,5143,5717,97.71,95.31
36005022701,5917,5404,1889,1752,3822,3407,96.52,95.47
36005022702,1485,1785,586,422,773,1201,91.52,90.92
36005022703,1871,1699,503,236,886,1278,74.24,89.11
36005022800,6231,6336,1507,922,2830,3284,69.6,66.38
36005022901,5568,5766,1116,1370,4156,3844,94.68,90.43
36005022902,3386,3401,704,747,2433,2499,92.65,95.44
36005023000,3334,3001,320,371,1925,1627,67.34,66.58
36005023100,1594,1464,523,423,1014,1011,96.42,97.95
36005023200,2704,3000,78,325,1746,1460,67.46,59.5
36005023301,4356,4577,1082,1310,3244,3008,99.31,94.34
36005023302,3614,3574,761,544,2786,2901,98.15,96.39
36005023501,3044,3570,370,517,2588,2915,97.17,96.13
36005023502,4706,4417,778,836,3631,3339,93.69,94.52
36005023600,2275,2204,187,251,1229,1146,62.24,63.38
36005023702,1216,1179,244,212,899,900,94,94.32
36005023703,5014,5086,992,992,3667,3807,92.92,94.36
36005023704,3717,3970,833,827,2802,2956,97.79,95.29
36005023800,2567,2750,467,237,1551,1425,78.61,60.44
36005023900,8282,8213,1584,1500,6481,6331,97.38,95.35
36005024000,3963,4583,1013,914,2681,2839,93.21,81.89
36005024100,6324,6331,1725,1936,4370,4078,96.38,94.99
36005024300,5748,5577,1340,1266,3978,3988,92.52,94.21
36005024400,2551,2407,184,113,1378,1051,61.23,48.36
36005024501,5162,5059,1320,923,3804,3917,99.26,95.67
36005024502,3619,3797,1037,787,2554,2884,99.23,96.68
36005024700,1964,1921,1016,866,860,923,95.52,93.13
36005025100,6564,6924,1293,1408,4514,4714,88.47,88.42
36005025300,5952,6234,1156,1001,4343,4756,92.39,92.35
36005025500,5874,8092,1191,1245,4565,5871,97.99,87.94
36005025600,1831,1908,356,241,935,922,70.51,60.95
36005025700,1728,1809,378,283,1318,1421,98.15,94.2
36005026100,1958,2060,972,937,812,830,91.11,85.78
36005026300,6456,6788,881,748,5181,5440,93.9,91.16
36005026400,5842,5693,372,404,3032,2586,58.27,52.52
36005026500,7009,7166,669,753,5331,5590,85.6,88.52
36005026601,3035,3328,95,235,1434,1701,50.38,58.17
36005026602,5769,6409,380,505,3131,3425,60.86,61.32
36005026701,3659,3983,135,316,2460,2917,70.92,81.17
36005026702,6824,7022,1075,842,5232,5627,92.42,92.12
36005026900,3862,4126,545,709,2769,3089,85.81,92.05
36005027300,8113,7939,1648,1037,5802,6083,91.83,89.68
36005027600,63,23,32,5,8,10,63.49,65.22
36005027700,5892,4987,1174,555,4100,3798,89.51,87.29
36005027900,6809,7457,1107,905,4029,4803,75.43,76.55
36005028100,3974,3720,1065,548,1367,1846,61.2,64.35
36005028300,3370,2084,836,386,2434,1432,97.03,87.24
36005028400,740,297,238,93,330,113,76.76,69.36
36005028700,3281,3953,169,320,1726,2510,57.76,71.59
36005028900,4326,4736,194,287,2555,3325,63.55,76.27
36005030000,5801,6591,224,492,3125,3214,57.73,56.23
36005030200,9607,10115,5787,6719,2345,2497,84.65,91.11
36005031000,4869,4335,844,723,1211,1598,42.21,53.54
36005031200,2015,1555,241,241,358,555,29.73,51.19
36005031600,1956,2071,467,291,536,675,51.28,46.64
36005031800,2252,1961,286,295,718,702,44.58,50.84
36005032400,2954,3122,526,848,2009,1534,85.82,76.3
36005032800,4260,4133,962,794,2384,2150,78.54,71.23
36005033000,5697,5837,920,980,3357,2672,75.07,62.57
36005033201,4125,4103,468,691,2618,2565,74.81,79.36
36005033202,4207,4204,1362,1130,2098,2324,82.24,82.16
36005033400,1441,65,377,29,874,28,86.81,87.69
36005033600,6613,5861,2901,2413,3149,2929,91.49,91.14
36005033800,4247,4074,1894,1677,1842,1766,87.97,84.51
36005034000,4582,4858,1672,1647,2230,2305,85.16,81.35
36005034200,2128,1732,1002,826,806,635,84.96,84.35
36005034300,1755,1706,195,212,709,719,51.51,54.57
36005034400,2324,1930,965,870,719,736,72.46,83.21
36005034800,7306,6640,3943,3263,2854,2577,93.03,87.95
36005035000,1781,2284,1164,1227,474,620,91.97,80.87
36005035600,2367,2091,1494,1353,603,488,88.59,88.04
36005035800,7558,7542,5626,5478,1541,1527,94.83,92.88
36005035900,1960,3731,535,1178,1380,2333,97.7,94.1
36005036000,3063,3024,1318,1320,1150,955,80.57,75.23
36005036100,6099,5569,1356,1259,4687,4055,99.08,95.42
36005036300,7977,7074,1464,1761,6373,5051,98.24,96.3
36005036400,2389,2603,2098,1974,179,463,95.31,93.62
36005036501,3904,3897,2122,1683,1671,2085,97.16,96.69
36005036502,2002,2449,424,672,1461,1623,94.16,93.71
36005036700,2709,2672,586,887,2083,1605,98.52,93.26
36005036800,2186,2165,1753,1435,380,565,97.58,92.38
36005036901,2276,1910,432,423,1741,1405,95.47,95.71
36005036902,2236,2324,870,870,1349,1320,99.24,94.23
36005037000,2463,2536,1652,1535,716,727,96.14,89.2
36005037100,3908,4504,1591,1476,2181,2846,96.52,95.96
36005037200,2052,2289,1242,1193,535,826,86.6,88.2
36005037300,5463,6117,1765,1880,3465,3904,95.73,94.56
36005037400,3713,3890,1890,1828,1567,1755,93.11,92.11
36005037504,3690,4023,1144,1308,2209,2485,90.87,94.28
36005037600,2440,2274,1024,962,1052,989,85.08,85.8
36005037800,3233,3569,1886,1930,1174,1330,94.65,91.34
36005037900,5287,6878,2344,3171,2734,3319,96.05,94.36
36005038000,4755,4938,3492,3305,960,1248,93.63,92.2
36005038100,6534,6853,1474,1430,4813,5093,96.22,95.18
36005038200,2666,2852,1954,2049,594,618,95.57,93.51
36005038301,4356,4635,1010,1051,3198,3344,96.6,94.82
36005038302,5941,5976,2539,2183,3331,3504,98.8,95.16
36005038500,5025,5364,1403,1706,3445,3313,96.48,93.57
36005038600,7477,7949,5791,6266,1069,1246,91.75,94.5
36005038700,3297,3459,629,769,1890,2126,76.4,83.69
36005038800,2471,2941,1910,2127,540,651,99.15,94.46
36005038900,5908,4819,605,650,3749,2943,73.7,74.56
36005039000,3191,3323,2386,2238,612,857,93.95,93.14
36005039100,6808,7210,575,986,4981,5414,81.61,88.77
36005039200,1750,1809,1285,1124,357,557,93.83,92.92
36005039300,8433,8033,1925,2307,5971,5230,93.63,93.83
36005039400,4961,4647,3193,2606,1512,1655,94.84,91.69
36005039500,3980,4254,1229,1419,2671,2629,97.99,95.16
36005039600,4287,4485,3344,2999,714,1177,94.66,93.11
36005039800,2769,3347,2426,2573,150,575,93.03,94.05
36005039901,5168,5254,892,959,3705,3664,88.95,87.99
36005039902,5156,5548,1143,1039,3347,4081,87.08,92.29
36005040100,5088,5009,651,713,4131,3873,93.99,91.56
36005040302,4151,4197,553,402,3194,3453,90.27,91.85
36005040303,4726,4843,817,702,3359,3747,88.36,91.86
36005040304,4229,4125,223,517,3561,3137,89.48,88.58
36005040400,2818,3530,2346,2549,356,775,95.88,94.16
36005040501,4416,4385,1011,813,2927,3274,89.18,93.2
36005040502,5937,7320,1401,1870,4143,4866,93.38,92.02
36005040600,3635,3792,2683,2391,744,1018,94.28,89.9
36005040701,3193,3235,612,396,2301,2465,91.23,88.44
36005040702,7800,6968,1027,962,4732,4820,73.83,82.98
36005040800,4557,4475,2398,2078,1532,1931,86.24,89.59
36005040900,3048,3580,2030,2110,525,744,83.83,79.72
36005041100,2907,3215,576,513,1845,2302,83.28,87.56
36005041300,7561,7781,588,1164,5227,5257,76.91,82.52
36005041400,4714,5344,2781,2862,1115,1475,82.65,81.16
36005041500,5874,5872,863,861,4003,3789,82.84,79.19
36005041800,4276,3752,2140,1792,1591,1250,87.25,81.08
36005041900,6951,7205,785,877,3647,4605,63.76,76.09
36005042000,3516,3905,1877,1771,1295,1708,90.22,89.09
36005042100,5654,6135,723,812,3622,3776,76.85,74.78
36005042200,3563,3211,2887,2148,489,764,94.75,90.69
36005042300,4485,4179,461,558,2759,2614,71.79,75.9
36005042400,2686,2553,2226,1795,329,517,95.12,90.56
36005042500,6134,7667,825,827,4181,4496,81.61,69.43
36005042600,6694,6982,5594,5548,516,1017,91.28,94.03
36005042800,2025,2230,1578,1655,307,359,93.09,90.31
36005042901,4055,3711,551,540,2059,2160,64.36,72.76
36005042902,4621,4334,945,1011,3104,2576,87.62,82.76
36005043000,3321,2952,2454,2008,539,565,90.12,87.16
36005043100,10325,10235,2213,1812,5913,6343,78.7,79.68
36005043400,3837,3649,2400,2059,900,898,86,81.04
36005043500,52,1316,52,660,0,515,100,89.29
36005043600,2244,2061,1556,1373,320,395,83.6,85.78
36005044200,4071,3669,2942,2432,852,879,93.2,90.24
36005044400,3576,3984,2754,3047,558,583,92.62,91.11
36005044800,2181,2007,1832,1581,217,268,93.95,92.13
36005045600,3275,3070,1437,1704,1013,704,74.81,78.44
36005045800,5243,5662,1724,2181,3216,3275,94.22,96.36
36005046000,2849,2890,1982,1861,784,842,97.09,93.53
36005046201,28926,27217,16234,16657,9222,7704,88,89.51
36005046202,9409,8651,6401,5600,2482,2505,94.41,93.69
36005048400,4377,3948,3333,2861,775,823,93.85,93.31
36005050400,63,5,11,0,49,2,95.24,40
36029001402,2870,2983,2548,2320,91,472,91.95,93.6
36029001500,1522,1612,1354,1216,48,98,92.12,81.51
36029001600,2003,2974,1233,1433,125,377,67.8,60.86
36029002502,2019,2049,1648,1520,109,207,87.02,84.29
36029002800,2095,2650,1292,1404,85,285,65.73,63.74
36029002900,2001,2475,1719,1531,26,196,87.21,69.78
36029003000,2579,3092,1926,1863,76,255,77.63,68.5
36029003100,2043,2356,1738,1834,23,173,86.2,85.19
36029003301,3860,3802,3628,2902,25,239,94.64,82.61
36029003302,3170,3877,2736,2994,142,306,90.79,85.12
36029003400,2337,3579,2203,2921,11,215,94.74,87.62
36029003500,2980,3994,2785,2990,32,392,94.53,84.68
36029003600,2706,2826,2265,2113,45,180,85.37,81.14
36029003700,4336,4909,3577,3474,125,391,85.38,78.73
36029003800,3008,3181,2419,2283,223,272,87.83,80.32
36029003901,987,1061,929,842,6,47,94.73,83.79
36029004001,4585,4580,3454,2785,273,339,81.29,68.21
36029004100,4429,4814,3828,3827,106,227,88.82,84.21
36029004200,3475,3689,3256,3144,53,184,95.22,90.21
36029004300,6011,6373,4852,4439,117,446,82.67,76.65
36029004401,4339,4475,4040,3696,12,232,93.39,87.78
36029004402,2720,2900,2533,2312,108,383,97.1,92.93
36029004700,5841,7527,3441,4291,415,518,66.02,63.89
36029005202,3053,2296,1348,1309,111,195,47.79,65.51
36029005600,4344,4682,1147,1304,1033,1081,50.18,50.94
36029006100,4864,5156,1528,1370,914,1196,50.21,49.77
36029006201,1920,1599,616,869,276,311,46.46,73.8
36029006901,3291,4201,491,876,1241,1320,52.63,52.27
36029007000,3011,3432,753,766,1039,1306,59.52,60.37
36029007101,3779,4043,882,931,2172,2274,80.82,79.27
36029007102,2928,2501,957,582,1095,1049,70.08,65.21
36029007202,1832,1558,451,333,543,471,54.26,51.6
36029010202,3774,4018,1731,1853,202,312,51.22,53.88
36029010300,1557,1356,650,715,185,85,53.63,59
36029014904,2069,1110,957,567,245,147,58.1,64.32
36029016100,2659,2193,950,918,450,400,52.65,60.1
36029016400,3046,3062,1391,1199,627,674,66.25,61.17
36029016600,2573,2892,2409,2065,10,205,94.01,78.49
36029016800,3594,3780,3133,2978,229,206,93.54,84.23
36029017000,2885,2976,2614,2519,41,172,92.03,90.42
36029017100,5578,5334,1765,1789,1424,965,57.17,51.63
36047000200,1868,1205,113,57,1624,957,92.99,84.15
36047001800,2075,2585,549,874,1097,742,79.33,62.51
36047002000,1368,1694,48,145,1094,1285,83.48,84.42
36047002200,4902,4609,41,193,3204,2825,66.2,65.48
36047002300,4342,3940,2355,1926,1267,1128,83.42,77.51
