geoid10,pop19,pop22,black19,black22,hisp19,hisp22,perc19,perc22
06037502602,4565,4377,0,62,4019,3829,88.04,88.9
06037502700,6513,7837,94,180,5620,6553,87.73,85.91
06037502801,6935,6100,218,85,5341,4890,80.16,81.56
06037502802,2342,3471,105,153,1517,2453,69.26,75.08
06037502901,5488,5449,34,43,3955,4484,72.69,83.08
06037502902,4331,3502,21,154,3832,2475,88.96,75.07
06037503000,5833,5675,0,27,5416,5186,92.85,91.86
06037503103,5459,4774,14,36,4490,4027,82.51,85.11
06037503104,2581,2561,79,5,2137,2264,85.86,88.6
06037503105,4174,3618,4,82,3138,2746,75.28,78.16
06037503106,3390,3822,8,56,2489,2882,73.66,76.87
06037503201,4199,4002,66,52,2808,2876,68.44,73.16
06037503202,4956,4350,68,56,3742,3428,76.88,80.09
06037503301,3072,3488,0,22,1866,2441,60.74,70.61
06037503302,6632,6295,33,78,4895,4907,74.31,79.19
06037503401,7026,6773,45,89,3694,3805,53.22,57.49
06037503402,4330,4256,16,42,2534,2657,58.89,63.42
06037503501,6711,6498,52,88,4780,4857,72,76.1
06037503502,4154,4359,1,48,2641,2939,63.6,68.52
06037503601,4245,4193,150,98,1974,2147,50.04,53.54
06037503701,5267,4941,15,92,2963,3035,56.54,63.29
06037503702,5173,5621,5,92,2796,2964,54.15,54.37
06037503902,4428,4621,72,98,2068,2232,48.33,50.42
06037504101,5240,5095,123,84,3468,3405,68.53,68.48
06037504102,0,110,0,16,0,47,,57.27
06037530003,3249,4884,44,18,1921,3255,60.48,67.01
06037530004,4075,1787,0,6,2760,1195,67.73,67.21
06037530006,4007,4295,26,44,2542,2872,64.09,67.89
06037530101,5529,5334,84,61,4611,4442,84.92,84.42
06037530102,5308,4994,60,24,3895,3955,74.51,79.68
06037530202,4505,4056,44,17,4033,3426,90.5,84.89
06037530203,2755,3357,0,11,2190,2742,79.49,82.01
06037530204,3968,3528,21,44,3381,3007,85.74,86.48
06037530301,2365,2308,0,15,2237,2139,94.59,93.33
06037530302,6801,6375,4,19,6497,6094,95.59,95.89
06037530400,3977,4066,106,78,3002,3082,78.15,77.72
06037530500,4163,4270,2,4,4022,4135,96.66,96.93
06037530601,3780,1471,0,17,3635,1292,96.16,88.99
06037530602,1416,1711,0,20,1334,1502,94.21,88.95
06037530700,2304,2175,3,27,2238,1965,97.27,91.59
06037530801,5587,5511,0,52,5264,5026,94.22,92.14
06037530802,3401,3240,27,21,3316,2863,98.29,89.01
06037530901,3920,3674,0,22,3863,3535,98.55,96.82
06037530902,4255,3820,0,28,4048,3504,95.14,92.46
06037531000,5336,5073,0,15,5196,4872,97.38,96.33
06037531101,4468,4589,0,9,4350,4474,97.36,97.69
06037531102,3253,3233,0,11,3171,3141,97.48,97.49
06037531201,5501,4538,69,15,5432,4434,100,98.04
06037531202,4240,4524,0,12,4190,4384,98.82,97.17
06037531301,5586,5365,24,58,5489,5177,98.69,97.58
06037531302,6814,6411,7,17,6705,6258,98.5,97.88
06037531502,3382,3279,0,24,3312,3124,97.93,96
06037531503,3171,2985,20,0,3121,2929,99.05,98.12
06037531504,4447,4033,0,11,4391,3928,98.74,97.67
06037531602,4985,4134,8,23,4897,4000,98.4,97.31
06037531603,3368,3285,14,6,3249,3158,96.88,96.32
06037531604,3989,3453,0,20,3928,3356,98.47,97.77
06037531701,5381,5498,31,37,5275,5233,98.61,95.85
06037531702,4735,4564,0,33,4648,4359,98.16,96.23
06037531800,5089,4740,0,11,4987,4584,98,96.94
06037531901,6886,6230,41,23,6704,5993,97.95,96.57
06037531902,3934,3953,0,9,3791,3760,96.37,95.35
06037532001,3235,3296,226,5,2766,3030,92.49,92.08
06037532002,3088,3254,0,11,2751,2864,89.09,88.35
06037532101,6408,6687,0,23,6064,6178,94.63,92.73
06037532102,3748,3765,31,25,3160,3176,85.14,85.02
06037532200,6431,6599,123,115,5678,6002,90.2,92.7
06037532302,4649,4416,16,14,4539,4237,97.98,96.26
06037532303,4407,4362,36,36,3985,4103,91.24,94.89
06037532304,4537,3527,297,67,3871,3230,91.87,93.48
06037532400,41,219,0,17,28,167,68.29,84.02
06037532500,4102,3838,44,36,3726,3650,91.91,96.04
06037532603,3305,3378,24,30,3267,3252,99.58,97.16
06037532604,2789,1316,0,12,2752,1267,98.67,97.19
06037532605,4012,3812,45,65,3888,3562,98.03,95.15
06037532606,4940,4125,37,58,4757,3951,97.04,97.19
06037532700,2964,3849,51,103,2874,3638,98.68,97.19
06037532800,4381,4204,214,258,4130,3860,99.16,97.95
06037532900,6974,6358,455,356,6519,5875,100,98
06037533001,4156,4439,77,132,4019,4168,98.56,96.87
06037533002,2681,3544,0,40,2635,3431,98.28,97.94
06037533103,3488,2059,0,13,3378,2001,96.85,97.81
06037533104,4555,3923,2,56,4450,3777,97.74,97.71
06037533105,2363,2423,0,27,2322,2316,98.26,96.7
06037533106,1702,2383,0,6,1691,2316,99.35,97.44
06037533107,3515,2750,23,8,3422,2673,98.01,97.49
06037533201,2940,2602,0,3,2858,2544,97.21,97.89
06037533202,2588,1917,0,9,2546,1869,98.38,97.97
06037533203,1822,2226,0,11,1738,2170,95.39,97.98
06037533300,3428,3172,0,13,3332,3068,97.2,97.13
06037533401,5320,4677,9,15,5280,4563,99.42,97.88
06037533402,4234,3902,0,13,4234,3819,100,98.21
06037533403,2963,2803,24,27,2799,2666,95.28,96.08
06037533501,3329,2958,0,15,3291,2877,98.86,97.77
06037533502,2152,2210,0,3,2132,2150,99.07,97.42
06037533503,2197,1638,0,2,2178,1593,99.14,97.37
06037533601,4809,4285,0,4,4637,4103,96.42,95.85
06037533602,5407,5024,0,8,5130,4622,94.88,92.16
06037533603,6672,6106,71,23,6183,5703,93.74,93.78
06037533701,3850,3207,64,23,3699,3107,97.74,97.6
06037533702,3672,3423,11,7,3643,3326,99.51,97.37
06037533703,4272,4144,0,10,4191,4026,98.1,97.39
06037533803,6598,5973,82,33,5707,5321,87.74,89.64
06037533804,4241,4164,11,6,3896,4005,92.12,96.33
06037533805,3802,3294,0,11,3666,3168,96.42,96.51
06037533806,3893,4769,0,13,3826,4601,98.28,96.75
06037533901,6208,5864,0,22,6151,5698,99.08,97.54
06037533902,4151,3840,0,5,4025,3729,96.96,97.24
06037534001,5206,5132,0,19,5010,4993,96.24,97.66
06037534002,4448,3546,72,48,4142,3328,94.74,95.21
06037534101,2021,2108,66,8,1849,2024,94.76,96.39
06037534102,6580,5742,56,21,6290,5560,96.44,97.2
06037534201,4726,4232,28,39,4483,4015,95.45,95.79
06037534202,5918,5373,26,31,5646,5139,95.84,96.22
06037534203,3584,3088,0,19,3461,2966,96.57,96.66
06037534301,4645,4423,28,25,4423,4256,95.82,96.79
06037534302,3980,2780,0,22,3873,2701,97.31,97.95
06037534403,3015,2754,0,19,2895,2652,96.02,96.99
06037534404,3410,3555,30,38,3144,3320,93.08,94.46
06037534405,4005,4059,0,34,3942,3891,98.43,96.7
06037534406,5083,4067,13,20,4936,3915,97.36,96.75
06037534501,4723,5080,7,14,4556,4945,96.61,97.62
06037534502,4481,4125,0,5,4459,4021,99.51,97.6
06037534700,4824,3841,0,0,4676,3753,96.93,97.71
06037534802,3090,2759,0,17,2932,2672,94.89,97.46
06037534803,4302,4629,0,16,4127,4513,95.93,97.84
06037534804,3838,3718,0,21,3789,3618,98.72,97.88
06037534900,6295,6241,13,89,6234,5976,99.24,97.18
06037535001,4308,4152,366,314,3942,3752,100,97.93
06037535002,3518,3318,246,101,3176,3170,97.27,98.58
06037535101,7730,7329,1117,771,6445,6390,97.83,97.71
06037535102,4855,4557,1137,581,3615,3855,97.88,97.34
06037535200,5883,6031,804,678,4977,5257,98.27,98.41
06037535300,6021,6511,225,354,5751,5971,99.25,97.14
06037535400,3411,4195,248,585,3073,3422,97.36,95.52
06037535501,4036,3711,32,21,3963,3577,98.98,96.95
06037535502,4885,4442,29,22,4722,4296,97.26,97.21
06037535503,2426,2370,0,16,2378,2320,98.02,98.57
06037535603,3241,4111,41,141,3189,3853,99.66,97.15
06037535604,4399,4213,0,14,4387,4110,99.73,97.89
06037535605,4361,4042,20,15,4261,3952,98.17,98.14
06037535606,1906,1833,0,4,1831,1801,96.07,98.47
06037535607,4593,4521,26,30,4515,4369,98.87,97.3
06037535701,6269,6001,0,23,6149,5808,98.09,97.17
06037535702,4492,5429,81,34,4182,5255,94.9,97.42
06037535802,6784,6489,0,18,6474,6294,95.43,97.27
06037535803,4517,4242,0,20,4427,4079,98.01,96.63
06037535804,5374,5209,62,24,5134,5051,96.69,97.43
06037535901,5653,5682,8,26,5565,5458,98.58,96.52
06037535902,7998,6236,0,19,7683,5942,96.06,95.59
06037536000,3925,3471,15,12,3833,3346,98.04,96.74
06037536102,3305,3015,18,85,2736,2392,83.33,82.16
06037536103,5380,5438,14,30,5239,5209,97.64,96.34
06037536104,4203,3502,137,161,3853,3128,94.93,93.92
06037536200,7603,7190,201,125,6544,6398,88.71,90.72
06037540000,7381,7043,240,243,6983,6507,97.86,95.84
06037540101,6874,6281,424,420,6206,5682,96.45,97.15
06037540102,6696,6833,510,649,6011,5973,97.39,96.91
06037540201,2034,2113,47,26,1959,2033,98.62,97.44
06037540202,7254,6402,435,408,6340,5721,93.4,95.74
06037540203,5609,5135,165,340,5260,4653,96.72,97.23
06037540300,4998,4997,30,87,4885,4759,98.34,96.98
06037540400,2605,2224,435,183,2146,1990,99.08,97.71
06037540501,7395,6411,974,842,5755,5060,90.99,92.06
06037540502,6838,5570,698,563,5876,4825,96.14,96.73
06037540600,4287,4440,1549,1179,2564,3110,95.94,96.6
06037540700,3251,3544,1376,1039,1749,2310,96.12,94.5
06037540800,5694,6266,3372,2734,2132,3241,96.66,95.36
06037540901,4607,5324,1461,1238,2912,3852,94.92,95.6
06037540902,5087,4918,2948,2488,2015,2168,97.56,94.67
06037541001,1019,2098,456,839,409,897,84.89,82.75
06037541002,2930,2758,1431,1103,723,1179,73.52,82.74
06037541100,3009,3370,1286,1283,1549,1945,94.22,95.79
06037541200,6205,6110,3814,3229,2188,2572,96.73,94.94
06037541300,5993,6166,2129,1553,3759,4377,98.25,96.17
06037541400,7085,7839,1143,1120,5728,6473,96.98,96.86
06037541500,5545,5008,418,521,5028,4401,98.21,98.28
06037541603,3346,2748,438,361,2798,2240,96.71,94.65
06037541604,6248,6025,1124,874,4952,5013,97.25,97.71
06037541605,5628,4586,1210,835,4257,3606,97.14,96.84
06037541606,2465,2415,295,315,2056,2021,95.38,96.73
06037541700,6244,6210,950,654,5252,5349,99.33,96.67
06037541801,5572,5529,893,751,4616,4512,98.87,95.19
06037541802,5194,4388,685,341,4489,3941,99.61,97.58
06037542000,5797,5385,1527,1100,4089,4078,96.88,96.16
06037542103,4121,4019,544,468,3541,3466,99.13,97.89
06037542104,3510,3639,420,246,3028,3312,98.23,97.77
06037542105,4676,4743,412,603,4080,4050,96.07,98.1
06037542106,3510,3656,393,406,3008,3109,96.89,96.14
06037542200,7068,6842,1460,1264,5525,5349,98.83,96.65
06037542401,5175,5049,2017,1636,2959,3193,96.15,95.64
06037542402,3303,2942,1018,923,2227,1919,98.24,96.6
06037542501,4780,4283,2278,1853,2229,2154,94.29,93.56
06037542502,4303,4310,1662,1385,2596,2700,98.95,94.78
06037542601,3076,2738,308,362,2561,2283,93.27,96.6
06037542602,5678,5608,1362,1200,4226,4213,98.41,96.52
06037542700,5834,5663,1373,1057,4264,4437,96.62,97.02
06037542800,3221,3274,1607,1345,1399,1826,93.33,96.85
06037542900,2899,3184,705,519,2134,2531,97.93,95.79
06037543000,4547,4684,2295,2049,2045,2370,95.45,94.34
06037543100,6827,6964,3354,2516,3246,4183,96.67,96.19
06037543201,3820,3687,1531,1016,2141,2530,96.13,96.18
06037543202,4843,4067,890,760,3527,3173,91.2,96.71
06037543304,6197,6339,4358,4914,877,757,84.48,89.46
06037543305,3147,3436,773,977,1186,1601,62.25,75.03
06037543306,7212,6903,915,1053,1974,2519,40.06,51.75
06037543321,5553,6871,3170,3412,857,1819,72.52,76.13
06037543322,7111,6844,4862,4715,717,979,78.46,83.2
06037543400,4434,4119,739,622,2379,2502,70.32,75.84
06037543502,3993,4424,107,172,1927,2256,50.94,54.88
06037543701,3011,2845,4,47,1425,1478,47.46,53.6
06037543702,7273,6908,246,306,3915,3799,57.21,59.42
06037543703,3515,2469,147,184,2027,1360,61.85,62.54
06037543905,4517,4333,701,380,3157,3264,85.41,84.1
06037544001,4409,5296,159,379,3049,3525,72.76,73.72
06037544002,2945,2016,127,125,1822,1268,66.18,69.1
06037550000,1555,1814,310,65,439,1292,48.17,74.81
06037550100,7941,6140,442,142,6318,4789,85.13,80.31
06037550201,2935,2903,47,62,2136,2277,74.38,80.57
06037550202,5702,5358,209,195,4101,4058,75.59,79.38
06037550300,7739,6717,35,287,5716,4901,74.31,77.24
06037550400,1474,2544,0,58,879,1910,59.63,77.36
06037550500,8369,7750,314,185,5873,5644,73.93,75.21
06037550601,5937,5861,185,194,4363,4431,76.6,78.91
06037550602,4741,4444,15,61,3319,3099,70.32,71.11
06037550700,6736,7215,46,102,4919,5489,73.71,77.49
06037550800,7145,7237,87,103,5417,5491,77.03,77.3
06037550901,4153,4497,196,166,3079,3354,78.86,78.27
06037550902,5914,5675,135,132,4431,4435,77.21,80.48
06037551000,7015,7693,79,201,4546,5318,65.93,71.74
06037551101,3987,3966,326,165,3080,3207,85.43,85.02
06037551102,5096,5451,421,382,4050,4277,87.74,85.47
06037551201,3931,3673,124,167,3002,2815,79.52,81.19
06037551202,7526,7804,554,363,5555,5734,81.17,78.13
06037551300,5147,5450,267,258,3855,4104,80.09,80.04
06037551401,4753,4425,117,148,3624,3448,78.71,81.27
06037551402,4575,4574,122,120,3148,3326,71.48,75.34
06037551501,4934,4920,387,216,3501,3570,78.8,76.95
06037551502,4264,4255,25,89,2753,3168,65.15,76.55
06037551600,32,0,12,0,6,0,56.25,
06037551700,6331,6340,206,166,5101,5186,83.83,84.42
06037551800,7719,7598,355,562,5488,5323,75.7,77.45
06037551900,5449,5562,381,347,3657,3861,74.11,75.66
06037552001,3997,4041,101,125,2769,2974,71.8,76.69
06037552002,3981,3419,254,253,2784,2460,76.31,79.35
06037552100,6161,5995,300,193,4023,4082,70.17,71.31
06037552200,6141,6474,385,328,5156,5032,90.23,82.79
06037552301,4824,4471,360,268,3153,2932,72.82,71.57
06037552302,3759,3599,381,212,1860,2199,59.62,66.99
06037552400,2639,2518,40,44,2256,2075,87,84.15
06037552601,5465,5227,3,32,4872,4701,89.2,90.55
06037552602,4690,4132,85,180,2579,2105,56.8,55.3
06037552700,7080,6885,155,159,5112,5115,74.39,76.6
06037552800,6094,6267,67,183,4534,4602,75.5,76.35
06037552900,6762,7018,160,331,4114,4574,63.21,69.89
06037553000,4749,4866,340,181,3002,3533,70.37,76.33
06037553100,6723,6536,779,855,3163,3297,58.63,63.53
06037553200,7677,7375,537,518,4863,4680,70.34,70.48
06037553300,3349,3530,90,208,2304,2352,71.48,72.52
06037553400,3628,3926,101,113,2825,3205,80.65,84.51
06037553502,4094,4147,457,471,3287,3227,91.45,89.17
06037553503,2684,2730,355,277,1999,2277,87.7,93.55
06037553504,6414,5320,369,410,5443,4422,90.61,90.83
06037553601,4745,4650,446,512,3775,3759,88.96,91.85
06037553602,5222,4922,958,777,3692,3754,89.05,92.06
06037553701,3965,3841,52,49,3818,3628,97.6,95.73
06037553702,5017,4072,205,178,4692,3743,97.61,96.29
06037553801,4268,4021,581,574,3424,3120,93.84,91.87
06037553802,5857,6626,937,769,4091,4942,85.85,86.19
06037553901,7068,6709,396,445,5705,5372,86.32,86.7
06037553902,5689,5977,582,467,4318,4730,86.13,86.95
06037554001,3812,4426,193,298,2299,2759,65.37,69.07
06037554002,5896,6135,488,654,3527,3833,68.1,73.14
06037554101,4332,3778,38,368,3383,2561,78.97,77.53
06037554103,1614,2196,173,267,838,1277,62.64,70.31
06037554104,2653,2172,637,265,1331,1263,74.18,70.35
06037554105,4244,4509,1335,878,2120,2557,81.41,76.18
06037554201,3960,4096,452,395,2222,2369,67.53,67.48
06037554203,3843,3635,429,372,1885,2040,60.21,66.35
06037554204,4221,4600,742,654,2359,2869,73.47,76.59
06037554301,3720,3499,271,464,2779,2446,81.99,83.17
06037554302,3766,4072,1385,684,1555,2391,78.07,75.52
06037554403,5959,5602,1376,1036,2918,3091,72.06,73.67
06037554404,4149,4509,857,686,1866,2448,65.63,69.51
06037554405,3082,3328,888,721,1358,1411,72.87,64.06
06037554600,4604,4269,294,183,2181,1923,53.76,49.33
06037554700,5078,4503,154,78,3970,3549,81.21,80.55
06037554801,3415,3282,65,99,2722,2368,81.61,75.17
06037555001,5465,5579,474,370,2680,2778,57.71,56.43
06037555002,3099,3563,325,342,1328,1626,53.34,55.23
06037555102,6917,7494,574,874,3428,3853,57.86,63.08
06037555104,4006,3610,255,288,1810,1700,51.55,55.07
06037555211,5588,5773,66,45,5033,5101,91.25,89.14
06037555212,4743,3312,157,78,3542,2453,77.99,76.42
06037570100,3143,2951,913,497,884,1218,57.17,58.12
06037570202,6168,5052,781,692,3965,3376,76.95,80.52
06037570203,3869,4051,1015,740,2438,2613,89.25,82.77
06037570204,3897,4133,737,569,2205,2427,75.49,72.49
06037570301,7887,8301,630,1163,5466,5602,77.29,81.5
06037570303,4169,3925,655,573,2518,2514,76.11,78.65
06037570304,5043,5007,1124,777,3178,3437,85.31,84.16
06037570402,3421,3441,1267,1147,1640,1630,84.98,80.7
06037570403,5463,4556,852,591,4293,3630,94.18,92.65
06037570404,3347,3509,857,562,2193,2589,91.13,89.8
06037570501,6937,7692,891,958,3951,4623,69.8,72.56
06037570502,6531,6558,444,824,3909,3758,66.65,69.87
06037570601,5729,5235,1146,780,3270,3133,77.08,74.75
06037570602,6955,6442,790,687,3673,3317,64.17,62.15
06037570603,5034,5392,2285,2733,1841,1718,81.96,82.55
06037571502,4485,5067,974,714,1254,1997,49.68,53.5
06037571503,4200,3906,925,494,1448,1591,56.5,53.38
06037571504,4717,4990,967,1006,1605,1682,54.53,53.87
06037571600,1961,2180,1076,1177,643,807,87.66,91.01
06037571701,6287,6447,985,916,3782,3782,75.82,72.87
06037571703,3876,3505,882,390,2184,2248,79.1,75.26
06037571704,3816,3947,767,554,1713,2494,64.99,77.22
06037572201,6844,6100,1128,990,2523,2063,53.35,50.05
06037572202,3727,3891,556,535,1210,1474,47.38,51.63
06037572301,3835,3697,329,277,2324,2257,69.18,68.54
06037572302,3713,2809,281,395,1615,1462,51.06,66.11
06037572400,1218,1973,280,270,276,1020,45.65,65.38
06037572500,2997,4244,915,1049,504,1589,47.35,62.16
06037572600,5617,5276,576,466,2365,2600,52.36,58.11
06037572700,5653,5405,726,483,1921,2230,46.82,50.19
06037572800,1041,4359,396,726,147,2471,52.16,73.34
06037572900,5508,2830,693,472,3605,1604,78.03,73.36
06037573002,3742,3484,400,574,2820,2363,86.05,84.3
06037573003,2016,1790,296,215,939,870,61.26,60.61
06037573004,4471,4670,936,922,2398,2853,74.57,80.84
06037573100,7548,7185,1798,1231,3927,3770,75.85,69.6
06037573201,4937,4608,937,568,2996,2851,79.66,74.2
06037573202,6636,6250,758,760,3944,3717,70.86,71.63
06037573300,4382,4068,364,558,1829,1740,50.05,56.49
06037573401,1438,1406,117,167,519,589,44.23,53.77
06037573402,6648,6827,1025,955,2427,2749,51.93,54.26
06037575101,4302,4568,414,640,2393,2336,65.25,65.15
06037575102,4267,4064,241,354,2374,2524,61.28,70.82
06037575103,4996,5088,1097,893,2015,2486,62.29,66.41
06037575201,4622,4664,852,644,2215,2425,66.36,65.8
06037575202,4997,4278,247,340,3145,2589,67.88,68.47
06037575300,5179,4545,626,678,3091,2722,71.77,74.81
06037575401,5224,4530,236,595,4210,3441,85.11,89.09
06037575402,4221,3454,311,362,3438,2671,88.82,87.81
06037575500,37,138,0,29,33,53,89.19,59.42
06037575801,2260,1961,157,199,1802,1417,86.68,82.41
06037575802,5282,4544,328,586,3872,3160,79.52,82.44
06037575803,2884,2684,338,342,1830,1492,75.17,68.33
06037575901,3365,3278,754,775,1733,1559,73.91,71.2
06037575902,4699,5622,910,1095,1543,1971,52.2,54.54
06037576200,5564,7148,793,1229,2900,2970,66.37,58.74
06037576301,4682,4564,849,925,2499,2143,71.51,67.22
06037576302,4485,3901,607,625,2755,2205,74.96,72.55
06037576401,4761,4060,452,528,3190,2657,76.5,78.45
06037576402,4882,4705,390,504,3231,3116,74.17,76.94
06037576403,5578,4830,900,570,3138,2943,72.39,72.73
06037576501,3140,3094,570,458,1538,1480,67.13,62.64
06037576502,4734,4190,1055,561,1988,1856,64.28,57.68
06037576503,4206,4093,610,485,1760,1902,56.35,58.32
06037576801,4220,4286,462,437,1808,1523,53.79,45.73
06037576901,6672,5366,545,662,4735,2939,79.14,67.11
06037576903,4469,3814,804,532,2424,2226,72.23,72.31
06037576904,3150,3239,593,510,1258,1541,58.76,63.32
06037599000,3571,3322,7,27,2509,1803,70.46,55.09
06037600100,7055,7098,2912,2224,3797,4547,95.1,95.39
06037600201,4451,4690,1502,1413,2901,3071,98.92,95.61
06037600202,6657,7071,3586,2510,2962,4166,98.36,94.41
06037600302,2871,3462,1919,2042,761,1244,93.35,94.92
06037600303,4036,3813,1882,1444,2117,2172,99.08,94.83
06037600304,3495,3781,1608,1234,1744,2374,95.91,95.42
06037600400,4001,3962,3217,2824,612,813,95.7,91.8
06037600501,2767,2583,1989,1832,549,483,91.72,89.62
06037600502,2221,3376,953,963,1060,2196,90.63,93.57
06037600601,2682,2571,2320,1976,159,361,92.43,90.9
06037600602,2455,2370,816,743,1525,1441,95.36,92.15
06037600702,4683,4182,3486,3138,704,647,89.47,90.51
06037600703,1890,2326,1673,1923,23,152,89.74,89.21
06037600704,3321,3010,2801,2223,348,481,94.82,89.83
06037600801,3356,3206,2532,2419,682,467,95.77,90.02
06037600802,2495,2643,2066,1911,324,455,95.79,89.52
06037600902,6480,6798,3144,2868,2900,3195,93.27,89.19
06037600911,3423,3282,738,914,2416,1784,92.14,82.21
06037600912,5593,5174,1027,732,4197,3960,93.4,90.68
06037601001,1982,2274,1251,1486,501,487,88.4,86.76
06037601002,5397,5457,2845,2357,2351,2464,96.28,88.35
06037601100,6087,6159,1863,1754,3608,3699,89.88,88.54
06037601202,3915,3832,156,208,3554,3340,94.76,92.59
06037601211,3057,2833,1357,1124,1511,1393,93.82,88.85
06037601212,6417,6319,1710,1474,4427,4310,95.64,91.53
06037601301,1964,1958,1203,882,359,486,79.53,69.87
06037601302,7618,6787,5175,3406,1638,2261,89.43,83.5
06037601303,4826,4959,2635,2375,1517,1966,86.03,87.54
06037601401,5190,5012,1549,1562,3080,2816,89.19,87.35
06037601402,5052,4782,250,226,4498,4197,93.98,92.49
06037601501,3972,3500,446,311,3311,2986,94.59,94.2
06037601502,4174,3374,146,75,3769,3175,93.79,96.32
06037601600,4147,4164,38,114,3963,3818,96.48,94.43
06037601700,5569,5080,349,263,4941,4542,94.99,94.59
06037601801,3677,3462,103,138,3551,3196,99.37,96.3
06037601802,4111,3896,45,52,3996,3704,98.3,96.41
06037601900,5319,5091,975,568,4175,4288,96.82,95.38
06037602002,3065,3007,188,379,2417,2329,84.99,90.06
06037602003,5022,4759,551,587,4381,3883,98.21,93.93
06037602004,4122,2937,666,830,3275,1923,95.61,93.74
06037602103,6488,6931,735,1142,4760,4857,84.69,86.55
06037602104,5893,4716,1602,1066,3605,3089,88.36,88.1
06037602105,4500,4302,892,784,3073,2955,88.11,86.91
06037602106,5540,5693,998,965,3512,3281,81.41,74.58
06037602200,8375,7664,1084,682,4356,3735,64.96,57.63
06037602301,6367,6188,172,223,3367,3454,55.58,59.42
06037602402,6397,6812,761,619,3840,4126,71.92,69.66
06037602403,5494,5172,944,851,3306,3233,77.36,78.96
06037602404,6175,5848,1401,901,3604,3598,81.05,76.93
06037602504,4216,4670,1369,1662,1873,2180,76.9,82.27
06037602505,4121,4427,1223,1242,2263,2476,84.59,83.98
06037602506,4376,4429,1966,1828,1890,1948,88.12,85.26
06037602507,4155,5321,1990,2624,1371,1919,80.89,85.38
06037602508,6946,6914,2093,2161,3215,3623,76.42,83.66
06037602509,4090,4163,572,657,2610,2760,77.8,82.08
06037602600,8594,8123,5330,5084,1932,1898,84.5,85.95
06037602700,3768,3661,2404,2331,886,761,87.31,84.46
06037602801,3829,4391,1092,1573,2333,2436,89.45,91.3
06037602802,3825,4365,2135,2417,1543,1665,96.16,93.52
06037602900,4193,4294,508,655,3109,3078,86.26,86.94
06037603001,7029,7266,2121,1878,3012,3287,73.03,71.08
06037603004,1518,1846,341,390,408,749,49.34,61.7
06037603005,5651,5628,1896,1491,2502,2723,77.83,74.88
06037603101,4091,4448,956,758,1202,1857,52.75,58.79
06037603102,3738,4034,483,482,1517,1787,53.5,56.25
06037603302,4485,4471,195,280,2193,1689,53.24,44.04
06037603400,4486,4504,634,563,1796,2063,54.17,58.3
06037603500,3065,3083,304,304,1389,1323,55.24,52.77
06037603703,2671,2572,94,157,1338,1190,53.61,52.37
06037603704,6518,6213,1741,1816,3685,3404,83.25,84.02
06037603801,4784,4630,783,804,2920,2621,77.4,73.97
06037603802,4108,3937,275,267,2908,2424,77.48,68.35
06037603900,7396,7329,504,510,4823,4754,72.03,71.82
06037604001,4920,4241,262,246,3571,2767,77.91,71.04
06037604002,4647,4863,474,281,2733,2820,69.01,63.77
06037604100,7376,6835,318,431,4927,4637,71.11,74.15
06037609900,2247,1804,83,98,1402,1019,66.09,61.92
06037701100,988,1332,429,281,150,271,58.6,41.44
06037703002,7769,6142,5808,3921,288,462,78.47,71.36
06037703100,5524,5619,4207,3849,438,579,84.09,78.8
06037703200,6124,5800,4601,4199,523,519,83.67,81.34
06037900102,691,830,22,31,355,430,54.56,55.54
06037900103,5944,6708,514,522,3326,4306,64.6,71.97
06037900104,6228,6556,835,423,3489,4252,69.43,71.31
06037900201,1058,2541,5,121,356,1540,34.12,65.37
06037900300,4318,4326,664,695,1751,2124,55.93,65.16
06037900501,6429,7610,1799,1847,2990,4068,74.49,77.73
06037900504,6294,7557,1185,1481,3071,3736,67.62,69.04
06037900505,4034,4548,1006,1057,1874,2181,71.39,71.2
06037900506,4848,4944,1747,1582,1935,2339,75.95,79.31
06037900507,7890,8708,1870,1793,3354,4898,66.21,76.84
06037900508,3514,4543,649,967,1743,2233,68.07,70.44
06037900602,5664,6016,525,833,3575,4101,72.39,82.01
06037900605,7932,8281,1074,1308,3518,4908,57.89,75.06
06037900606,4163,4090,1688,1281,1590,1969,78.74,79.46
06037900607,3653,4263,1469,1145,1235,2201,74.02,78.49
06037900608,3551,3845,820,811,1743,2175,72.18,77.66
06037900609,5600,5805,1220,1629,2986,3087,75.11,81.24
06037900701,4293,5591,756,1200,1606,2704,55.02,69.83
06037900703,3729,4667,574,1193,1341,1820,51.35,64.56
06037900704,2860,3584,834,990,876,1370,59.79,65.85
06037900705,4118,4939,382,881,1018,1713,34,52.52
06037900803,9559,9156,1511,1937,4085,4369,58.54,68.87
06037900804,3196,3895,817,868,1782,2219,81.32,79.26
06037900805,4401,5626,702,807,1509,2604,50.24,60.63
06037900806,4350,4562,1594,1438,1340,1733,67.45,69.51
06037901003,5588,3278,1739,1642,2288,1104,72.07,83.77
06037901004,12420,15015,2223,2730,3677,5266,47.5,53.25
06037901008,2944,3093,319,545,999,1242,44.77,57.78
06037901010,6036,6178,1241,961,2149,2483,56.16,55.75
06037910001,5941,3426,502,221,4122,2658,77.83,84.03
06037910002,7139,7625,465,243,4629,5334,71.35,73.14
06037910101,1681,2958,215,192,1157,2301,81.62,84.28
06037910201,3633,3834,482,567,1767,1986,61.9,66.59
06037910206,3466,3066,549,479,1336,1390,54.39,60.96
